BRAND,MODEL,OS,PRIMARY CAMERA,SELFIE CAMERA,GPU,CPU,INTERNAL MEMORY,SENSORS,BATTERY,PRICE
Cat,S30,Android 5.1 (Lollipop),"5 MP, AF",2 MP,Adreno 304,Quad-core 1.1 GHz Cortex-A7,8GB 1GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 340 EUR
Cat,S40,Android 5.1 (Lollipop),"8 MP, AF",2 MP,Adreno 304,Quad-core 1.1 GHz Cortex-A7,16GB 1GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 440 EUR
Cat,B30,NA,2 MP,No,NA,NA,NA,,Non-removable Li-Ion 1000 mAh battery,About 140 EUR
Cat,B15 Q,Android 4.4.2 (KitKat),"5 MP, AF",VGA,Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,4GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,About 320 EUR
Sharp,Aquos V,Android 9.0 (Pie),"13 MP, f/2.0, PDAF, OIS
13 MP B/W","8 MP, f/2.0",Adreno 540,Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3090 mAh battery,About 210 EUR
Sharp,Aquos Zero,Android 9.0 (Pie),"22.6 MP, f/1.9, 22 mm, PDAF, OIS","8 MP, f/2.2, 23 mm",Adreno 630,Octa-core (4x2.6 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),128GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3130 mAh battery,About 600 EUR
Sharp,Aquos R2 compact,Android 9.0 (Pie),"22.6 MP, f/1.9, 22 mm, PDAF, OIS","8 MP, f/2.2, 23 mm",Adreno 630,Octa-core (4x2.6 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),64GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2500 mAh battery,NA
Sharp,Aquos D10,Android 8.0 (Oreo); Sharp UI,"12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF
13 MP, 1/3.4"", 1.0µm","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Adreno 508,Octa-core (4x2.6 GHz Cortex-A53 & 4x1.8 GHz Cortex A53),64GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2900 mAh battery,About 400 EUR
Sharp,Aquos B10,"Android 7.0 (Nougat), Sharp UI","13 MP, f/2.0, AF
8 MP","13 MP, f/2.2",Mali-T860MP2,Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 4000 mAh battery,About 300 EUR
Sharp,Aquos C10,Android 8.0 (Oreo); Sharp UI,"12 MP, f/1.8, 1/2.55"", 1.4µm, PDAF
8 MP, f/2.0, 1/3.2"", 1.4µm","8 MP, f/2.0, 1/3.2"", 1.4µm",Adreno 508,Octa-core (4x2.2 GHz Cortex-A53 & 4x1.8 GHz Cortex A53),64GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 2700 mAh battery,About 400 EUR
Sharp,Aquos S3 High,Android 8.0 (Oreo),"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF
13 MP, 2x optical zoom","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Adreno 512,Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),64GB 8GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3200 mAh battery,About 400 EUR
Sharp,Aquos R2,Android 8.0 (Oreo),"22.6 MP, PDAF
16.3 MP, PDAF (for video recording only)",16.3 MP,Adreno 630,Octa-core (4x2.6 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),64GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3130 mAh battery,About 350 EUR
Sharp,Aquos S3,Android 8.0 (Oreo),"12 MP, f/1.8, 1/2.55"", 1.4µm, dual pixel PDAF
13 MP, 2x optical zoom","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Adreno 508,Octa-core 2.2 GHz Cortex-A53,64GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3200 mAh battery,About 400 EUR
Sharp,Aquos S3 mini,Android 7.1.1 (Nougat),"16 MP, f/2.0, PDAF","20 MP, f/2.0, (wide), 1/3"", 0.9µm",Adreno 508,Octa-core 2.2 GHz Cortex-A53,64GB 6GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3020 mAh battery,About 250 EUR
Micromax,Infinity N12,Android 8.1 (Oreo),"13 MP, PDAF
5 MP, depth sensor","16 MP, f/2.2, 26mm (wide), 1/3.1"", 1.0µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Po 4000 mAh battery,About 10000 INR
Micromax,Infinity N11,Android 8.1 (Oreo),"13 MP, PDAF
5 MP, depth sensor",8 MP,PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,32GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity",Non-removable Li-Po 4000 mAh battery,About 9000 INR
Micromax,Bharat 5 Infinity,Android 8.1 Oreo (Go edition),5 MP,5 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 5000 mAh battery,About 5400 INR
Micromax,Bharat Go,Android 8.0 Oreo (Go edition),5 MP,5 MP,Mali-T720MP1,Quad-core 1.1 GHz Cortex-A53,8GB 1GB RAM,Accelerometer,Removable Li-Ion 2000 mAh battery,About 4400 INR
Micromax,Canvas 1 2018,Android 7.0 (Nougat),"8 MP, AF",5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity",Li-Ion 3000 mAh battery,About 7000 INR
Micromax,Canvas Infinity Life,"Android 7.1.2 (Nougat), upgradable to Android 8.0 (Oreo)","13 MP, f/2.0, 1/3.1"", 1.12µm, AF","8 MP, f/2.0",Mali-T720MP1,Quad-core 1.4 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Removable Li-Ion 2500 mAh battery,About 8500 INR
Micromax,Bharat 5 Pro,Android 7.0 (Nougat),"13 MP, AF",5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,32GB 3GB RAM,Accelerometer,Non-removable Li-Po 5000 mAh battery,About 8000 INR
Micromax,Bharat 5 Plus,Android 7.0 (Nougat),8 MP,5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,Accelerometer,Non-removable Li-Po 5000 mAh battery,About 7200 INR
Micromax,Bharat 5,Android 7.0 (Nougat),5 MP,5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,16GB 1GB RAM,Accelerometer,Non-removable Li-Po 5000 mAh battery,About 5700 INR
Micromax,Canvas Infinity Pro,Android 8.0 (Oreo),"16 MP, f/2.0, AF","20 MP, f/2.0, (wide), 1/3"", 0.9µm
8 MP, f/2.2",Adreno 505,Octa-core 1.4 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3000 mAh battery,About 14000 INR
BLU,C5 Plus,Android 8.1 Oreo (Go edition),"8 MP, AF",8 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,Accelerometer,Li-Po 2200 mAh battery,About 60 USD
BLU,C5 2019,Android 8.1 Oreo (Go edition),5 MP,5 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,Accelerometer,Li-Po 2000 mAh battery,About 50 USD
BLU,C6 2019,Android 8.1 Oreo (Go edition),"8 MP, 1/5"", 1.12µm, AF",8 MP,Mali-400,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Li-Po 2800 mAh battery,About 70 USD
BLU,Advance L5,Android 8.1 Oreo (Go edition),5 MP,2 MP,NA,Quad-core 1.3 GHz Cortex-A7,16GB 512MB RAM,Accelerometer,Removable Li-Po 1300 mAh battery,About 50 USD
BLU,Bold N1,"Android 9.0 (Pie), planned upgrade to Android 10.0","16 MP, f/1.8, 1/2.8"", PDAF
5 MP, f/2.2, 1/5"", depth sensor","Motorized pop-up 13 MP, f/2.0, 1/4""",Mali-G72 MP3,Octa-core (4x2.1 GHz Cortex-A73 & 4x2.1 GHz Cortex-A53),128GB 4GB RAM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3500 mAh battery,About 200 USD
BLU,Studio Mini,Android 9.0 (Pie),"13 MP, AF",8 MP,IMG8322,Octa-core 1.6 GHz Cortex-A55,32GB 2GB RAM,"Accelerometer, proximity",Removable Li-Po 3000 mAh battery,About 80 USD
BLU,Vivo X5,Android 9.0 (Pie),"13 MP, AF",8 MP,IMG8322,Octa-core 1.6 GHz Cortex-A55,64GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Removable Li-Po 2800 mAh battery,NA
BLU,Vivo XL5,Android 9.0 (Pie),"13 MP, AF
2 MP, depth sensor",13 MP,IMG8322,Octa-core 1.6 GHz Cortex-A55,64GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,NA
BLU,G9 Pro,"Android 9.0 (Pie), planned upgrade to Android 10.0","16 MP, f/1.8, 1/2.8"", PDAF
20 MP, f/1.8, 1/2.8"" (wide)
5 MP, f/2.2, 1/5"", depth sensor","24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),128GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
BLU,Studio Mega 2019,Android 9.0 (Pie),"13 MP, AF",8 MP,IMG8322,Octa-core 1.6 GHz Cortex-A55,32GB 2GB RAM,"Accelerometer, proximity",Removable Li-Po 3000 mAh battery,About 90 USD
Acer,Chromebook Tab 10,Chrome OS,5 MP,2 MP,NA,Hexa-core (4x Cortex-A53 & 2x Cortex-A72),32GB 4GB RAM,Accelerometer,Non-removable Li-Po 4500 mAh battery (34 Wh),About 330 EUR
Acer,Iconia Talk S,Android 6.0 (Marshmallow),"13 MP, AF",2 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,"16GB 2GB RAM, 32GB 2GB RAM","Accelerometer, proximity",Non-removable Li-Ion 3400 mAh battery (12.92 Wh),About 170 EUR
Acer,Liquid Z6 Plus,Android 6.0 (Marshmallow),"13 MP, AF",5 MP,Mali-T720MP3,Octa-core 1.3 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Po 4080 mAh battery,About 250 EUR
Acer,Liquid Z6,Android 6.0 (Marshmallow),"8 MP, AF",2 MP,Mali-T720MP2,Quad-core 1.25 GHz Cortex-A53,8GB 1GB RAM,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,About 120 EUR
Acer,Iconia Tab 10 A3-A40,Android 6.0 (Marshmallow),5 MP,2 MP,Mali-T720 MP2,Quad-core 1.3 GHz Cortex-A53,"16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM",Accelerometer,Non-removable Li-Ion 6100 mAh battery,About 230 EUR
Acer,Liquid X2,Android 5.1 (Lollipop),"13 MP, f/1.8, AF","13 MP, f/1.8, AF",Mali-T720MP4,Octa-core 1.3 GHz Cortex-A53,32GB 3GB RAM,"Accelerometer, proximity, compass",Removable Li-Po 4020 mAh battery,About 230 EUR
Acer,Liquid Jade 2,Android 6.0 (Marshmallow),"21 MP, AF",8 MP,Adreno 418,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),32GB 3GB RAM,"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 3000 mAh battery,NA
Acer,Liquid Zest Plus,Android 6.0 (Marshmallow),"13 MP, PDAF, Laser AF",5 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Ion 5000 mAh battery,About 200 EUR
Acer,Liquid Zest,Android 6.0 (Marshmallow),"8 MP, f/2.0, AF",5 MP,Mali-400MP2 - Z525Mali-T720MP2 - Z528,Quad-core 1.3 GHz - Z525Quad-core 1.0 GHz - Z528,8GB 1GB RAM,"Accelerometer, proximity, compass",Removable Li-Ion 2000 mAh battery,About 110 EUR
Acer,Predator 8,Android 5.0 (Lollipop),5 MP,2 MP,NA,Quad-core 1.6 GHz,"32GB 2GB RAM, 64GB 2GB RAM",Yes,Non-removable Li-Po 4420 mAh battery,About 350 EUR
Infinix,Smart 4,Android 9.0 Pie (Go edition),8 MP,5 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
Infinix,Smart 4c,Android 9.0 (Pie),"8 MP
QVGA",5 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,32GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
Infinix,Hot 8 Lite,Android 8.1 Oreo (Go edition),"8 MP, f/1.8, PDAF
QVGA (Low light sensor)",8 MP,NA,Quad-core 1.3 GHz,32GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 5000 mAh battery,NA
Infinix,S5,Android 9.0 (Pie),"16 MP, f/1.8, (wide), PDAF
5 MP, 14mm (ultrawide)
2 MP, depth sensor","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,$ 189.00 / £ 149.00
Infinix,Hot 8,"Android 9.0 (Pie), XOS 5.0","13 MP, f/1.8, 26mm (wide), 1/3.1"", 1.12µm, PDAF
2 MP, depth sensor
QVGA (Low light sensor)","8 MP, f/2.0, 25mm (wide)",PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53Octa-core 1.8 GHz Cortex-A53,"32GB 2GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 5000 mAh battery,"₹ 6,999"
Infinix,Note 6,Android 9.0 (Pie),"16 MP (wide), PDAF
8 MP (ultrawide)
2 MP, depth sensor","16 MP, f/2.0, 26mm (wide), 1/3"", 1.0µm",PowerVR GE8320,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 180 EUR
Infinix,Smart3 Plus,Android 9.0 (Pie),"13 MP, f/1.8, PDAF
2 MP
QVGA",8 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,"32GB 2GB RAM, 32GB 3GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 3500 mAh battery,"₹ 5,999"
Infinix,S4,Android 9.0 (Pie),"13 MP, PDAF
8 MP
2 MP","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,"32GB 3GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,"£ 151.19 / ₹ 7,999"
Infinix,Hot 7 Pro,Android 9.0 (Pie),"13 MP, AF
2 MP, depth sensor","13 MP
2 MP, depth sensor",Mali-T880MP2PowerVR GE8320,Octa-core (4x2.4 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53)Octa-core 1.8 GHz Cortex-A53,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 130 EUR
Infinix,Hot 7,Android 8.0 Oreo (Go edition),"13 MP, AF
QVGA, depth sensor",8 MP,NA,Quad-core 1.3 GHz,"16GB 1GB RAM, 32GB 2GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,$ 164.00 / £ 122.00
Tecno,Camon 12 Pro,Android 9.0 (Pie); HIOS 5.5,"16 MP, PDAF
8 MP
2 MP, depth sensor","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,64GB 6GB RAM,"Fingerprint (under display, optical), accelerometer, proximity",Non-removable Li-Po 3500 mAh battery,About 10000 INR
Tecno,Camon 12,Android 9.0 (Pie); HIOS 5.5,"16 MP, PDAF
8 MP
2 MP, depth sensor","16 MP, f/1.8, 26mm (wide), 1/3"", 1.0µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,NA
Tecno,Pouvoir 3 Air,"Android 9.0 Pie (Go edition), HIOS 5.0","8 MP, AF",8 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Non-removable Li-Po 5000 mAh battery,NA
Tecno,Pouvoir 3 Plus,"Android 9.0 (Pie), HIOS 5.0","32 MP, AF",13 MP,PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,64GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 6000 mAh battery,NA
Tecno,Pouvoir 3,Android 8.1 (Oreo); HIOS 4.1,"13 MP, AF","13 MP, f/2.0",PowerVR GE8100,Quad-core 1.3 GHz Cortex-A53,32GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 5000 mAh battery,NA
Tecno,Spark 3,"Android 9.0 (Pie), HIOS 5.0","13 MP, AF",8 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 3500 mAh battery,NA
Tecno,Spark 3 Pro,"Android 9.0 (Pie), HIOS 5.0","13 MP, AF
2 MP",8 MP,PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,32GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 3500 mAh battery,NA
Tecno,Spark Go,"Android 9.0 (Pie), HIOS 5.0","8 MP, f/2.0, AF","5 MP, f/2.2",PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,"16GB 1GB RAM, 16GB 2GB RAM","Fingerprint (rear-mounted), accelerometer, proximity",Removable Li-Ion 3000 mAh battery,NA
Tecno,Pop 2 F,Android 8.1 Oreo (Go edition),5 MP,"8 MP, f/2.0",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer",Removable Li-Ion 2400 mAh battery,NA
Tecno,Pop 2 Plus,Android 8.1 Oreo (Go edition),5 MP,"8 MP, f/2.0",Mali-400MP2,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 5000 mAh battery,NA
Wiko,Y80,Android 9.0 Pie,"13 MP, AF
2 MP",5 MP,IMG8322,Octa-core 1.6 GHz,16GB 2GB RAM,"Accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 80 EUR
Wiko,Sunny3,Android 8.0 Oreo (Go edition),5 MP,2 MP,Mali-T820 MP1,Quad-core 1.3 GHz Cortex-A7,8GB 512MB RAM,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,NA
Wiko,View3 Pro,Android 9.0 (Pie),"12 MP, 27mm (wide), 1/2.9"", 1.25µm, PDAF
13 MP, 16mm (ulrawide)
5 MP, depth sensor","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm, PDAF",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),128GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 250 EUR
Wiko,View3,Android 9.0 (Pie),"12 MP, 27mm (wide), 1/2.9"", 1.25µm, PDAF
13 MP, 16mm (ulrawide)
2 MP, depth sensor","8 MP, PDAF",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,64GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 180 EUR
Wiko,View2 Go,Android 8.1 (Oreo),"12 MP, 1/2.9"", 1.25μm, PDAF","5 MP, f/2.0",Adreno 505,Octa-core 1.4 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
Wiko,View2 Plus,Android 8.1 (Oreo),"12 MP, 1/2.9"", 1.25μm, PDAF
12 MP, 1/2.9"", 1.25μm, PDAF","8 MP, f/2.0",Adreno 506,Octa-core 1.8 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
Wiko,View Max,Android 8.1 (Oreo),"13 MP, PDAF",8 MP,PowerVR GE8100,Quad-core 1.3 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,NA
Wiko,View2 Pro,Android 8.0 (Oreo),"16 MP, f/1.8, dual pixel PDAF
16 MP, f/1.8, dual pixel PDAF","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Adreno 506,Octa-core 1.8 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3000 mAh battery,About 300 EUR
Wiko,View2,Android 8.0 (Oreo),"13 MP, PDAF","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Adreno 505,Octa-core 1.4 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3000 mAh battery,About 200 EUR
Wiko,View Prime,Android 7.1 (Nougat),"16 MP, AF","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm
8 MP",Adreno 505,Octa-core 1.4 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3000 mAh battery,About 190 EUR
Panasonic,Eluga I7 (2019),Android 9.0 (Pie),"8 MP, f/2.0, 1.12 µm, AF","8 MP, f/2.0, 1/4"", 1.12µm",NA,Quad-core 1.5 GHz,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 9990 INR
Panasonic,Eluga Ray 800,Android 7.0 (Nougat),"13 MP, f/2.0, PDAF",8 MP,NA,Octa-core 1.8 GHz,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 10000 INR
Panasonic,P85 Nxt,Android 7.1.2 (Nougat),"8 MP, AF","5 MP, AF",Adreno 304,Quad-core 1.3 GHz Cortex-A7,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 4000 mAh battery,About 7000 INR
Panasonic,Eluga Z1 Pro,Android 8.1 (Oreo),"13 MP, f/2.0, 27mm (wide), 1/3.1"", 1.12µm, PDAF
2 MP, f/2.8, depth sensor","8 MP, f/2.2",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 200 EUR
Panasonic,Eluga Ray 530,Android 8.0 (Oreo),"13 MP, AF",5 MP,NA,Quad-core 1.3 GHz,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 3000 mAh battery,About 9000 INR
Panasonic,Eluga Ray 600,Android 8.1 (Oreo),"13 MP, AF",8 MP,Mali-T720MP2,Quad-core 1.3 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Ion 4000 mAh battery,About 8000 INR
Panasonic,Eluga X1 Pro,Android 8.1 (Oreo),"16 MP, PDAF
5 MP, depth sensor","16 MP, f/2.2, 1/3.1"", 1.0µm",Mali-G72 MP3,Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53),"64GB 4GB RAM, 128GB 6GB RAM","Infrared face recognition, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3000 mAh battery,About 350 EUR
Panasonic,P90,Android 7.0 (Nougat),"5 MP, AF",5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,16GB 1GB RAM,"Accelerometer, proximity",Li-Ion 2400 mAh battery,About 6000 INR
Panasonic,P95,Android 7.1.2 (Nougat),"8 MP, AF",5 MP,Adreno 304,Quad-core 1.3 GHz Cortex-A7,16GB 1GB RAM,"Accelerometer, proximity",Li-Ion 2300 mAh battery,About 5000 INR
Panasonic,Eluga I7,Android 7.0 (Nougat),"8 MP, f/2.0, 1.12 µm, AF","8 MP, f/2.0, 1/4"", 1.12µm",Mali-T720MP2,Quad-core 1.25 GHz Cortex-A53,16GB 2GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 4000 mAh battery,About 6500 INR
YU,Ace,Android 8.0 (Oreo),"13 MP, AF",5 MP,PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,"16GB 2GB RAM, 32GB 3GB RAM","Fingerprint (rear-mounted), accelerometer, proximity",Removable Li-Po 4000 mAh battery,About 6000 INR
YU,Yureka 2,Android 6.0 (Marshmallow),"16 MP, AF",8 MP,Adreno 506,Octa-core 2.0 GHz Cortex-A53,64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Ion 3930 mAh battery,About 12000 INR
YU,Yunique 2,Android 7.0 (Nougat),"13 MP, f/2.0, AF",5 MP,Mali-T720,Quad-core 1.3 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity",Removable Li-Po 2500 mAh battery,About 6000 INR
YU,Yureka Black,Android 6.0 (Marshmallow),"13 MP, 1/3.1"", 1.12µm, PDAF",8 MP,Adreno 505,Octa-core 1.4 GHz Cortex-A53,32GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, proximity",Non-removable Li-Po 3000 mAh battery,About 9000 INR
YU,Yunique Plus,Android 5.1.1 (Lollipop),"8 MP, f/2.0, AF",2 MP,Adreno 306,Quad-core 1.2 GHz Cortex-A53,8GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Po 2000 mAh battery,About 80 EUR
